Date	Open	High	Low	Close	Adj Close	Volume
2008-12-29	100.20	100.26	100.18	100.20	69.86	2496223
2008-12-22	100.07	100.13	100.04	100.11	69.84	2083775
2008-12-15	100.00	100.04	99.91	99.97	69.81	2548658
2008-12-08	100.13	100.15	100.08	100.12	69.79	2292930
2008-12-01	100.19	100.26	100.19	100.19	69.76	2927115
2008-11-24	100.11	100.12	100.03	100.08	69.73	1796896
2008-11-17	100.12	100.16	100.09	100.12	69.70	2718489
2008-11-10	100.12	100.14	100.09	100.09	69.67	2959827
2008-11-03	100.20	100.30	100.12	100.21	69.64	1928291
2008-10-27	100.03	100.10	99.97	99.99	69.62	2676907
2008-10-20	100.16	100.19	100.12	100.12	69.59	1800566
2008-10-13	100.09	100.10	100.06	100.10	69.56	1980309
2008-10-06	100.15	100.18	100.09	100.17	69.53	2317056
2008-09-29	100.01	100.09	99.96	99.96	69.50	2866175
2008-09-22	100.15	100.21	100.10	100.14	69.47	2195624
2008-09-15	100.19	100.20	100.13	100.19	69.45	2984898
2008-09-08	100.15	100.23	100.06	100.17	69.42	2297186
2008-09-01	100.13	100.19	100.09	100.09	69.40	2075111
2008-08-25	100.11	100.18	100.05	100.11	69.38	2883605
2008-08-18	100.15	100.18	100.10	100.18	69.35	2302846
2008-08-11	100.07	100.13	100.05	100.11	69.32	2909532
2008-08-04	100.06	100.07	99.98	100.03	69.29	1725842
2008-07-28	100.14	100.15	100.08	100.14	69.26	2968487
2008-07-21	100.08	100.17	100.05	100.05	69.24	2718608
2008-07-14	100.12	100.13	100.10	100.12	69.22	2268313
2008-07-07	100.13	100.20	100.12	100.16	69.20	2164715
2008-06-30	100.05	100.09	100.01	100.07	69.17	2390910
2008-06-23	100.16	100.25	100.13	100.13	69.14	2746317
2008-06-16	100.11	100.13	100.07	100.08	69.11	2039458
2008-06-09	100.19	100.23	100.13	100.23	69.08	2904285
2008-06-02	100.04	100.09	99.97	99.99	69.05	2574899
2008-05-26	100.08	100.10	100.02	100.04	69.03	1645306
2008-05-19	100.18	100.22	100.10	100.18	69.00	2042494
2008-05-12	100.05	100.11	99.97	100.07	68.97	2321012
2008-05-05	100.20	100.24	100.15	100.21	68.94	1546301
2008-04-28	100.19	100.22	100.11	100.22	68.91	2242396
2008-04-21	100.09	100.19	100.03	100.13	68.89	2878629
2008-04-14	100.05	100.09	100.00	100.04	68.87	2008309
2008-04-07	100.03	100.09	99.97	100.02	68.85	2502816
2008-03-31	100.11	100.12	100.01	100.07	68.82	1676417
2008-03-24	100.19	100.26	100.17	100.21	68.80	2412466
2008-03-17	100.15	100.16	100.11	100.16	68.78	2386948
2008-03-10	100.11	100.16	100.05	100.09	68.76	1748325
2008-03-03	100.00	100.03	99.98	100.01	68.73	2171333
2008-02-25	100.09	100.09	100.00	100.05	68.70	2689888
2008-02-18	100.06	100.10	100.02	100.09	68.67	2994221
2008-02-11	100.13	100.19	100.13	100.17	68.64	1618206
2008-02-04	100.15	100.23	100.05	100.16	68.61	2157580
2008-01-28	100.13	100.14	100.10	100.10	68.58	2111092
2008-01-21	100.12	100.17	100.06	100.17	68.55	2966184
2008-01-14	100.06	100.09	100.02	100.09	68.53	2113144
2008-01-07	100.16	100.25	100.12	100.16	68.51	2628323
2007-12-31	100.06	100.15	100.03	100.04	68.48	2789179
2007-12-24	100.02	100.05	99.93	100.04	68.46	2350876
2007-12-17	100.09	100.17	100.05	100.08	68.44	2663763
2007-12-10	100.09	100.10	100.08	100.08	68.41	2432088
2007-12-03	100.06	100.15	100.01	100.09	68.39	1994902
2007-11-26	100.19	100.28	100.11	100.17	68.37	2331285
2007-11-19	100.08	100.12	100.02	100.12	68.34	1565729
2007-11-12	100.03	100.04	99.97	99.99	68.31	2831666
2007-11-05	100.20	100.27	100.10	100.22	68.28	2694204
2007-10-29	100.19	100.23	100.12	100.20	68.26	2909979
2007-10-22	100.17	100.19	100.09	100.19	68.23	1588378
2007-10-15	100.08	100.18	100.01	100.10	68.21	2074062
2007-10-08	100.09	100.10	100.05	100.07	68.19	2956213
2007-10-01	100.03	100.09	99.98	99.98	68.17	2569064
2007-09-24	100.09	100.10	100.01	100.04	68.14	2246238
2007-09-17	100.14	100.15	100.06	100.12	68.11	2235668
2007-09-10	100.14	100.16	100.12	100.13	68.08	1660935
2007-09-03	100.04	100.09	100.02	100.03	68.05	2153214
2007-08-27	100.12	100.17	100.08	100.09	68.03	2991429
2007-08-20	100.07	100.08	100.02	100.05	68.00	1790656
2007-08-13	100.08	100.15	99.99	100.05	67.98	2426754
2007-08-06	100.03	100.12	99.97	100.00	67.95	2034731
2007-07-30	100.11	100.17	100.03	100.13	67.92	1872828
2007-07-23	100.04	100.13	100.02	100.06	67.90	1893726
2007-07-16	100.08	100.12	100.03	100.04	67.87	2369948
2007-07-09	100.02	100.10	99.94	99.97	67.84	1568475
2007-07-02	100.11	100.20	100.07	100.13	67.81	2034547
2007-06-25	100.03	100.05	99.99	100.00	67.78	2493008
2007-06-18	100.19	100.20	100.10	100.20	67.75	1926255
2007-06-11	100.06	100.14	100.02	100.02	67.72	2947592
2007-06-04	100.07	100.17	100.01	100.07	67.69	2477828
2007-05-28	100.13	100.21	100.09	100.13	67.66	2140617
2007-05-21	100.10	100.17	100.06	100.07	67.64	1846662
2007-05-14	100.13	100.21	100.08	100.14	67.61	2506319
2007-05-07	100.01	100.04	99.94	100.04	67.58	1646744
2007-04-30	100.06	100.09	100.04	100.07	67.55	2221599
2007-04-23	100.04	100.09	99.96	100.00	67.52	2353497
2007-04-16	100.13	100.23	100.09	100.09	67.49	1713660
2007-04-09	100.14	100.24	100.07	100.11	67.47	2193572
2007-04-02	100.05	100.14	100.04	100.04	67.45	2189556
2007-03-26	100.10	100.13	100.00	100.05	67.42	1538770
2007-03-19	100.10	100.13	100.05	100.06	67.40	2139982
2007-03-12	100.07	100.12	100.04	100.10	67.38	2844040
2007-03-05	100.16	100.23	100.09	100.14	67.36	2889061
2007-02-26	100.11	100.14	100.06	100.08	67.33	2262581
2007-02-19	100.01	100.02	99.96	99.98	67.31	2562349
2007-02-12	100.11	100.13	100.10	100.12	67.29	1746295
2007-02-05	100.05	100.09	100.03	100.03	67.27	1955851
2007-01-29	100.02	100.12	99.99	99.99	67.25	2630259
2007-01-22	100.06	100.08	100.03	100.03	67.23	2131010
2007-01-15	100.17	100.21	100.14	100.21	67.21	2558404
2007-01-08	100.05	100.10	100.01	100.01	67.19	1540562
2007-01-01	100.14	100.18	100.09	100.12	67.17	2629490
2006-12-25	100.16	100.17	100.08	100.17	67.15	1786411
2006-12-18	100.07	100.11	99.98	100.08	67.13	2467215
2006-12-11	100.01	100.07	99.91	99.98	67.10	2066528
2006-12-04	100.09	100.12	100.01	100.06	67.08	1616587
2006-11-27	100.16	100.19	100.09	100.18	67.05	2363349
2006-11-20	100.09	100.14	100.05	100.07	67.02	2282218
2006-11-13	100.19	100.24	100.12	100.24	67.00	2840055
2006-11-06	100.12	100.18	100.04	100.09	66.98	1977932
2006-10-30	100.12	100.18	100.05	100.16	66.96	2291657
2006-10-23	100.04	100.05	100.02	100.05	66.93	1516713
2006-10-16	100.04	100.09	99.97	100.02	66.91	2836479
2006-10-09	100.19	100.23	100.18	100.20	66.89	2463131
2006-10-02	100.16	100.21	100.12	100.20	66.86	2799009
2006-09-25	100.11	100.20	100.07	100.14	66.84	1929335
2006-09-18	100.05	100.05	100.01	100.04	66.81	2497744
2006-09-11	100.05	100.14	100.01	100.07	66.79	2988552
2006-09-04	100.13	100.17	100.09	100.09	66.77	2373198
2006-08-28	100.13	100.16	100.08	100.13	66.74	1523397
2006-08-21	100.01	100.04	99.96	100.04	66.72	1598198
2006-08-14	100.11	100.20	100.05	100.10	66.69	2558625
2006-08-07	100.15	100.21	100.06	100.13	66.66	1850233
2006-07-31	100.01	100.11	99.95	100.00	66.64	2742663
2006-07-24	100.12	100.20	100.04	100.12	66.61	1999166
2006-07-17	100.15	100.17	100.09	100.14	66.59	2631054
2006-07-10	100.13	100.23	100.09	100.09	66.57	2770389
2006-07-03	100.02	100.03	99.99	100.03	66.55	2152547
2006-06-26	100.04	100.14	99.98	100.04	66.52	2463349
2006-06-19	100.03	100.13	100.00	100.03	66.50	2032965
2006-06-12	100.14	100.18	100.07	100.16	66.48	1858938
2006-06-05	100.14	100.19	100.12	100.13	66.45	2272470
2006-05-29	100.04	100.11	100.03	100.04	66.42	2541794
2006-05-22	100.13	100.23	100.05	100.13	66.39	1789768
2006-05-15	100.04	100.10	100.03	100.08	66.37	2431484
2006-05-08	100.00	100.04	99.98	100.04	66.35	2137200
2006-05-01	100.09	100.18	100.05	100.09	66.33	2458092
2006-04-24	100.13	100.19	100.07	100.16	66.30	2642768
2006-04-17	100.14	100.22	100.05	100.13	66.28	2338221
2006-04-10	100.05	100.08	100.00	100.06	66.26	1999767
2006-04-03	100.01	100.03	99.91	100.00	66.24	2805545
2006-03-27	100.09	100.15	100.02	100.07	66.22	2625320
2006-03-20	100.09	100.10	100.02	100.04	66.19	2675175
2006-03-13	100.05	100.14	100.00	100.06	66.16	2386557
2006-03-06	100.10	100.15	100.08	100.08	66.14	1626320
2006-02-27	100.02	100.10	99.96	100.04	66.11	2304504
2006-02-20	100.17	100.24	100.11	100.19	66.09	2782263
2006-02-13	100.09	100.10	100.02	100.08	66.07	2168055
2006-02-06	100.11	100.17	100.05	100.15	66.04	1534516
2006-01-30	100.01	100.10	99.96	100.03	66.01	2847636
2006-01-23	100.17	100.22	100.12	100.15	65.99	2843227
2006-01-16	100.18	100.19	100.09	100.18	65.97	2809800
2006-01-09	100.15	100.25	100.14	100.15	65.94	2839736
2006-01-02	100.12	100.18	100.09	100.09	65.91	2335345
2005-12-26	100.03	100.09	99.96	99.99	65.88	2928822
2005-12-19	100.02	100.04	99.94	99.99	65.85	2315083
2005-12-12	100.12	100.19	100.10	100.10	65.83	1691787
2005-12-05	100.01	100.06	99.92	99.96	65.80	2668832
2005-11-28	100.15	100.19	100.15	100.15	65.78	1830421
2005-11-21	100.03	100.05	99.97	99.99	65.76	2908246
2005-11-14	100.11	100.15	100.11	100.12	65.73	2297556
2005-11-07	100.06	100.07	100.01	100.01	65.71	2784720
2005-10-31	100.02	100.06	99.96	100.06	65.69	1653075
2005-10-24	100.06	100.08	99.96	100.05	65.67	2847509
2005-10-17	100.09	100.14	100.00	100.10	65.64	1813704
2005-10-10	100.19	100.29	100.14	100.16	65.61	2191757
2005-10-03	100.08	100.14	100.00	100.07	65.58	2985156
2005-09-26	100.15	100.21	100.11	100.11	65.56	1589676
2005-09-19	100.12	100.13	100.04	100.08	65.54	2611661
2005-09-12	100.19	100.27	100.10	100.19	65.51	1693202
2005-09-05	100.07	100.14	100.06	100.08	65.49	1651253
2005-08-29	100.10	100.20	100.00	100.09	65.47	2251832
2005-08-22	100.06	100.10	99.97	100.05	65.45	2309930
2005-08-15	100.09	100.16	100.00	100.13	65.42	2810912
2005-08-08	100.04	100.10	100.02	100.07	65.40	2063949
2005-08-01	100.06	100.16	100.04	100.06	65.37	2262090
2005-07-25	100.02	100.10	99.97	99.97	65.34	2308096
2005-07-18	100.04	100.09	100.00	100.09	65.31	1929418
2005-07-11	100.08	100.15	99.99	100.12	65.29	2805441
2005-07-04	100.10	100.17	100.00	100.07	65.27	2420017
2005-06-27	100.15	100.18	100.09	100.12	65.24	2000819
2005-06-20	100.16	100.22	100.12	100.13	65.21	2854167
2005-06-13	100.12	100.18	100.09	100.09	65.18	1666850
2005-06-06	100.13	100.17	100.08	100.08	65.15	2459572
2005-05-30	100.13	100.23	100.11	100.12	65.12	2012361
2005-05-23	100.18	100.19	100.08	100.19	65.10	1809918
2005-05-16	100.19	100.25	100.14	100.23	65.08	2951828
2005-05-09	100.07	100.12	100.02	100.11	65.06	1662377
2005-05-02	100.18	100.26	100.15	100.19	65.03	2210887
